Filename	start	end	avg pitch
Aubrey_Plaza_1.wav	0	18.856031746031746	192.25369940742553
Aubrey_Plaza_2.wav	0	15.307619047619047	211.91261622551428
Aubrey_Plaza_3.wav	0	9.174965986394557	192.97926565138903
Drew_Barrymore_1.wav	0	15.736031746031745	208.06575620085638
Drew_Barrymore_2.wav	0	6.053650793650793	163.07181948719497
Hayley_Kiyoko_1.wav	0	6.782539682539682	180.19564298247752
Hayley_Kiyoko_2.wav	0	10.647687074829932	168.42633796863305
Janelle_Monae_1.wav	0	8.831814058956915	193.77940291033275
Janelle_Monae_2.wav	0	9.101723356009071	144.66576871753878
Kate_McKinnon_1.wav	0	7.571519274376417	229.10597295030772
Kate_McKinnon_2.wav	0	15.550816326530612	204.72070216250123
Kristen_Stewart_1.wav	0	13.426802721088436	185.98470446381108
Kristen_Stewart_2.wav	0	17.496621315192744	195.29952100487756
Kristen_Stewart_3.wav	0	7.680022675736962	172.5422242949479
Megan_Rapinoe_1.wav	0	10.015963718820862	177.44790868993067
Megan_Rapinoe_2.wav	0	11.47015873015873	267.64023352195136
Megan_Rapinoe_3.wav	0	14.139047619047618	163.6216100381222
Raven_Symone_1.wav	0	11.140544217687076	253.28091056329683
Raven_Symone_2.wav	0	4.52843537414966	304.62965312178136
Rosie_ODonnell_1.wav	0	10.113015873015874	205.92521727600362
Rosie_ODonnell_2.wav	0	2.9671655328798185	194.75356124211638
Samira_Wiley_1.wav	0	5.978095238095238	210.38241087779602
Samira_Wiley_2.wav	0	2.664467120181406	220.8881070515807
Sarah_Paulson_1.wav	0	5.29671201814059	179.60667862601994
Sarah_Paulson_2.wav	0	12.912448979591836	166.59546418111367
Taylor_Schilling_1.wav	0	11.613650793650793	176.96219742082732
Taylor_Schilling_2.wav	0	11.619637188208618	180.83825733908262
Wanda_Sykes_1.wav	0	7.5824036281179135	195.60070492369448
Wanda_Sykes_2.wav	0	5.917709750566893	178.5628531484198
